title,link,text,clean_text,word_count,topic
Burn injury-associated MHCII(+) immune cell accumulation around lymphatic vessels of the mesentery and increased lymphatic endothelial permeability are blocked by doxycycline treatment.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5810432/,Burn injury-associated MHCII(+) immune cell accumulation around lymphatic vessels of the mesentery and increased lymphatic endothelial permeability are blocked by doxycycline treatment.,Burn injury-associated MHCII(+) immune cell accumulation around lymphatic vessels of the mesentery and increased lymphatic endothelial permeability are blocked by doxycycline treatment.,17,4
CubeSats for microbiology and astrobiology research,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10261121/,CubeSats for microbiology and astrobiology research,CubeSats for microbiology and astrobiology research,4,0
In situ resource utilisation: The potential for space biomining,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8739323/,In situ resource utilisation: The potential for space biomining,In situ resource utilisation: The potential for space biomining,6,0
The smallest space miners: Principles of space biomining,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8739323/,The smallest space miners: Principles of space biomining,The smallest space miners: Principles of space biomining,6,5
"Simulated micro-, lunar, and Martian gravities on Earth‚Äîeffects on Escherichia coli growth, phenotype, and sensitivity to antibiotics.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9502502/,"Simulated micro-, lunar, and Martian gravities on Earth‚Äîeffects on Escherichia coli growth, phenotype, and sensitivity to antibiotics.","Simulated micro-, lunar, and Martian gravities on Earth‚Äîeffects on Escherichia coli growth, phenotype, and sensitivity to antibiotics.",12,0
Biofilm formation of Pseudomonas aeruginosa in spaceflight is minimized on lubricant impregnated surfaces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10432549/,Biofilm formation of Pseudomonas aeruginosa in spaceflight is minimized on lubricant impregnated surfaces.,Biofilm formation of Pseudomonas aeruginosa in spaceflight is minimized on lubricant impregnated surfaces.,9,0
Competitive Growth Assay of Mutagenized Chlamydomonas reinhardtii Compatible With the International Space Station Veggie Plant Growth Chamber.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7261848/,Competitive Growth Assay of Mutagenized Chlamydomonas reinhardtii Compatible With the International Space Station Veggie Plant Growth Chamber.,Competitive Growth Assay of Mutagenized Chlamydomonas reinhardtii Compatible With the International Space Station Veggie Plant Growth Chamber.,14,0
Spatial Characterization of Microbial Communities on Multi-Species Leafy Greens Grown Simultaneously in the Vegetable Production Systems on the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8537831/,Spatial Characterization of Microbial Communities on Multi-Species Leafy Greens Grown Simultaneously in the Vegetable Production Systems on the International Space Station,Spatial Characterization of Microbial Communities on Multi-Species Leafy Greens Grown Simultaneously in the Vegetable Production Systems on the International Space Station,15,0
Response of Arabidopsis thaliana and Mizuna mustard seeds to simulated space radiation exposures.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8879990/,Response of Arabidopsis thaliana and Mizuna mustard seeds to simulated space radiation exposures.,Response of Arabidopsis thaliana and Mizuna mustard seeds to simulated space radiation exposures.,10,1
Editorial: Revisiting the limits of plant life - plant adaptations to extreme terrestrial environments relating to astrobiology and space biology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10472590/,Editorial: Revisiting the limits of plant life - plant adaptations to extreme terrestrial environments relating to astrobiology and space biology.,Editorial: Revisiting the limits of plant life - plant adaptations to extreme terrestrial environments relating to astrobiology and space biology.,14,1
Metagenomic interrogation of urban Superfund site reveals antimicrobial resistance reservoir and bioremediation potential.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11999716/,Metagenomic interrogation of urban Superfund site reveals antimicrobial resistance reservoir and bioremediation potential.,Metagenomic interrogation of urban Superfund site reveals antimicrobial resistance reservoir and bioremediation potential.,11,0
"In situ monitoring of barrier function on-chip via automated, non-invasive luminescence sensing.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11969330/,"In situ monitoring of barrier function on-chip via automated, non-invasive luminescence sensing.","In situ monitoring of barrier function on-chip via automated, non-invasive luminescence sensing.",10,5
37-day microgravity exposure in 16-week female C57BL/6J mice is associated with bone loss specific to weight-bearing skeletal sites.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11940681/,37-day microgravity exposure in 16-week female C57BL/6J mice is associated with bone loss specific to weight-bearing skeletal sites.,37-day microgravity exposure in 16-week female C57BL/6J mice is associated with bone loss specific to weight-bearing skeletal sites.,14,3
Effects of Space Flight on Inflammasome Activation in the Brain of Mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11941215/,Effects of Space Flight on Inflammasome Activation in the Brain of Mice.,Effects of Space Flight on Inflammasome Activation in the Brain of Mice.,7,2
Immunization induces inflammation in the mouse heart during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11892206/,Immunization induces inflammation in the mouse heart during spaceflight.,Immunization induces inflammation in the mouse heart during spaceflight.,6,2
Analyzing the relationship between gene expression and phenotype in space-flown mice using a causal inference machine learning ensemble.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11748630/,Analyzing the relationship between gene expression and phenotype in space-flown mice using a causal inference machine learning ensemble.,Analyzing the relationship between gene expression and phenotype in space-flown mice using a causal inference machine learning ensemble.,13,2
Sex-specific cardiovascular adaptations to simulated microgravity in Sprague-Dawley rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11659408/,Sex-specific cardiovascular adaptations to simulated microgravity in Sprague-Dawley rats,Sex-specific cardiovascular adaptations to simulated microgravity in Sprague-Dawley rats,7,3
NASA open science data repository: Open science for life in space.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11701653/,NASA open science data repository: Open science for life in space.,NASA open science data repository: Open science for life in space.,9,5
Artificial gravity attenuates the transcriptomic response to spaceflight in the optic nerve and retina,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11593819/,Artificial gravity attenuates the transcriptomic response to spaceflight in the optic nerve and retina,Artificial gravity attenuates the transcriptomic response to spaceflight in the optic nerve and retina,9,2
Effect of simulated cosmic radiation on cytomegalovirus reactivation and lytic replication.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11477029/,Effect of simulated cosmic radiation on cytomegalovirus reactivation and lytic replication.,Effect of simulated cosmic radiation on cytomegalovirus reactivation and lytic replication.,8,4
Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11487192/,Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function.,Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function.,10,-1
To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/,To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants.,To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants.,8,2
Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11451251/,Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis.,Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis.,17,0
Celebrating 30 years of access to NASA space life sciences data.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11403809/,Celebrating 30 years of access to NASA space life sciences data.,Celebrating 30 years of access to NASA space life sciences data.,8,5
Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11386075/,Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station.,Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station.,11,0
Spaceflight alters host-gut microbiota interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11362537/,Spaceflight alters host-gut microbiota interactions.,Spaceflight alters host-gut microbiota interactions.,5,0
